WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD,cluster_label,DEX_EVENTS_MEDIAN,CEX_EVENTS_MEDIAN,BRIDGE_EVENTS_MEDIAN,DEFI_EVENTS_MEDIAN,DEX_EVENTS_WEIGHTED_DIST,CEX_EVENTS_WEIGHTED_DIST,BRIDGE_EVENTS_WEIGHTED_DIST,DEFI_EVENTS_WEIGHTED_DIST
0x6d844595839df6b584f01ecf8b2c0aae3585cf64,12.5,3,10,3168.67,10,146,27.082649573,19.277405994,3,0,0,0,0,20,0,0,9,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.11645962732919254,0.0,0.0,-0.46822742474916385
0xbfd6cd2231365ef405760b682ca4e4f95a54f2f9,26.666667,3,11,12849.74,10,121,26.938658281,64.82147688,22,0,0,0,0,3,0,0,3,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.18857142857142856,0.0,0.0,0.09230769230769231
0x332504a3b240071dee391f72425b40bb38941174,13.5,7,13,16287.34,13,105,60.100885609,147.7130491,11,0,0,0,0,6,1,0,9,0,0,0,0.0,8,28.0,2.0,19.0,13.0,0.37103174603174605,0.0,0.05263157894736842,0.17948717948717946
0xab2770238f32411561e50a1ca0a025b54fdcd1bc,16.333333,3,12,2796.16,11,81,10.317933579,58.399709189,12,0,0,0,0,5,0,0,4,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.40336134453781514,0.0,0.0,0.1809954751131222
0x0e91cbfc44627fbaebe12cf86792427d6c58a575,26.5,6,12,186252.1,14,92,338.640181818,1405.825632206,31,0,0,0,0,2,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.10064935064935066,0.0,0.0,0.05128205128205128
0xaaf90fc82af5a56858c3879e542cfd4ba8181867,20.333333,7,11,15194.5,13,123,58.216475096,142.34903992,10,0,0,0,0,4,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4591836734693878,0.0,0.0,0.1978021978021978
0x42cbed1612e34fa38fe563226dd58fedb3417366,33.833333,3,21,13675.97,11,122,26.606945525,75.507588916,27,0,0,0,0,7,0,0,5,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.028361344537815122,0.0,0.0,0.09502262443438914
0xa7ee9427d27820c119738b098791f88e88383309,36.166667,4,10,16478.93,12,117,31.210094697,107.505224317,26,0,0,0,0,6,0,0,4,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.05803571428571428,0.0,0.0,0.10096153846153846
0x5257447b9c8012f3b5ad2f4a95ff3539b67a3034,18.5,5,13,18132.5,15,140,53.646449704,167.483071287,17,0,0,0,0,27,1,0,6,0,0,0,0.0,8,28.0,2.0,19.0,13.0,0.1484126984126984,0.0,0.021052631578947368,-0.6461538461538461
0xe7d98a49a48bebce924e35c05ece7916623723fc,63.833333,3,16,64308.23,13,153,84.504901445,204.50748055,16,0,0,0,0,82,0,0,45,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.06997084548104955,0.0,0.0,-4.441130298273156
0xd3cab0d99402452b3fd4a638291b173bc470cc9f,21.333333,5,12,9389.21,14,86,26.598328612,80.268554469,11,0,0,0,0,4,1,0,6,0,1,0,438.0,-1,28.0,2.0,19.0,13.0,0.41741071428571425,0.0,0.05921052631578947,0.17307692307692307
0x1fa34e52d95da9da52fb9272d7fca24819ec8715,30.666667,4,12,3335.78,11,144,6.270263158,45.710644817,22,0,0,0,0,2,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.1964285714285714,0.0,0.0,0.07051282051282051
0x74a8d5e566aeca947e979271e35fd3eca064a42f,40.166667,7,15,2739.89,15,100,3.936623563,5.824663717,29,0,0,0,0,4,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.031385281385281384,0.0,0.0,0.08391608391608392
0xce38eb6715ee1d3afb75b1a588309336017d58da,36.833333,3,14,9715.1,11,86,11.648800959,45.866516833,40,0,0,0,0,3,0,0,17,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.3986710963455149,0.0,0.0,0.053667262969588556
0x69520d8c3a468f1b1646d7b7fae00229ed6fa300,14.333333,5,15,3700.81,13,123,20.791067416,41.396074985,8,0,0,0,0,4,0,0,7,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.47619047619047616,0.0,0.0,0.23076923076923075
0x3de5b2936638d902da01547db88bded6bbf19cf0,24.0,3,11,29916.5,12,141,105.712014134,343.640772421,7,0,0,0,0,4,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4772727272727273,0.0,0.0,0.2517482517482518
0x4c2019042bb8f21866b24ffc583de01e702365ba,15.833333,4,16,6968.41,12,75,33.992243902,155.109875133,10,0,0,0,0,4,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.4591836734693878,0.0,0.0,0.1978021978021978
0xe6edbd0dc6a1455017e08c0da427d417008f5903,37.5,6,22,19412.1,13,87,37.988454012,139.708693697,25,0,0,0,0,16,1,0,23,0,0,0,0.0,8,28.0,2.0,19.0,13.0,0.06377551020408163,0.0,0.022556390977443608,-0.08791208791208792
0xfc32096faf9dfc3e92be6772ab7dcfdeb2e5db52,29.0,5,14,16675.69,13,141,38.601134259,200.690766445,18,0,0,0,0,10,1,0,5,0,0,0,0.0,8,28.0,2.0,19.0,13.0,0.22167487684729065,0.0,0.032667876588021776,0.07957559681697614
0xda49d36e396c8947ff4e04064f87886f0b8a12c7,1.666667,3,8,2730.79,7,72,682.6975,1.329348995,1,0,0,0,0,1,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.48214285714285715,0.0,0.0,0.46153846153846156
0x293da7c7e6b620726a02f8eded0774759a4b4653,25.5,3,10,7580.73,10,85,17.30760274,25.751277114,17,0,0,0,0,4,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.31802721088435376,0.0,0.0,0.13186813186813184
0x1dada2c746c849bcc79aded33290701fb9b7e3e9,2.833333,3,8,2999.91,10,141,107.139642857,125.948686957,1,0,0,0,0,3,0,0,1,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.24107142857142858,0.0,0.0,0.576923076923077
0x32041e824f581317b38d4199bd8b7d7e802b520f,12.0,4,16,1465.29,14,112,13.082946429,34.447943092,4,0,0,0,0,6,1,0,10,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.3116883116883117,0.0,0.08612440191387559,0.2937062937062937
0x4eb3ab6a5a62220b375cc19760d54f80c2010c85,3.0,4,9,7479.76,11,100,143.841538462,185.438071981,1,0,0,0,0,5,0,0,2,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.1607142857142857,0.0,0.0,0.5128205128205129
0x127440ee109772b177c2c175b04e0b672fc3fc60,8.833333,5,12,10108.81,11,74,67.844362416,158.870567369,5,0,0,0,0,4,1,0,1,0,1,0,1284.8,8,28.0,2.0,19.0,13.0,0.4107142857142857,0.0,0.09473684210526316,0.27692307692307694
0xe903b5ed4a7ffba6030494bbff4ee9c7c26db1ab,26.166667,6,12,4520.9,12,61,8.015780142,17.698253668,25,0,0,0,0,5,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.08928571428571429,0.0,0.0,0.10256410256410256
0x441cbf1519e8885853b01c4c61ee06117ef9a76c,5.5,10,12,2211.44,10,102,17.834193548,26.188176817,9,0,0,0,0,3,6,0,2,0,3,0,84.12,10,28.0,2.0,19.0,13.0,0.3392857142857143,0.0,0.22807017543859648,0.1282051282051282
0xf33893a8f30ba1f6f02076ce272f95d47835ca02,81.833333,4,10,38884.26,12,69,23.943509852,198.354288944,76,0,0,0,0,17,0,0,9,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-1.400921658986175,0.0,0.0,-0.05624483043837883
0xa13581d09b3935421a6fbe9470b26e7b74e3606b,8.166667,4,12,17720.88,12,99,130.300588235,288.629061816,5,0,0,0,0,3,0,0,3,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.5133928571428571,0.0,0.0,0.2884615384615385
0xec1dbd84372ee4e4839ea1a0f15ac432558821fc,6.833333,3,9,2065.1,8,73,43.022916667,49.979451317,1,0,0,0,0,9,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.09642857142857143,0.0,0.0,0.27692307692307694
0xd1bc37f7d301072bc06295d9fcecc8e213d2d6ae,2.666667,3,7,10859.15,7,75,571.534210526,723.230158018,2,0,0,0,0,3,0,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.37142857142857144,0.0,0.0,0.46153846153846156
0xa6a6a07dcbd3a493550248b27135729ca104a11e,8.333333,7,13,16728.18,13,61,92.420883978,262.816196076,8,0,0,0,0,2,2,0,3,0,1,0,1.0,11,28.0,2.0,19.0,13.0,0.47619047619047616,0.0,0.14912280701754385,0.14102564102564102
0x9a5ea64609a33af3b589520b6580de967cd8c7fa,72.666667,5,11,20729.66,11,130,16.663713826,32.872280872,44,0,0,0,0,13,0,0,5,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.44110275689223055,0.0,0.0,0.0
0xab63972a586abe6c83e75485279b381a5bd5c354,34.166667,5,12,15270.71,12,54,22.391070381,131.689951782,35,0,0,0,0,3,0,0,4,0,0,0,0.0,4,28.0,2.0,19.0,13.0,-0.23026315789473684,0.0,0.0,0.06072874493927125
0x97a749303c4800c6e16a6869d7d906fc39f185bc,25.666667,5,12,4905.24,14,122,7.119361393,20.434678773,37,0,0,0,0,4,0,0,5,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-0.29006968641114983,0.0,0.0,0.0675422138836773
0xaa404feaecfd6b30fe0b25c58ccd4dc355c47ec2,37.5,4,10,39952.42,11,66,46.510384168,63.944022544,40,0,0,0,0,7,0,0,3,0,0,0,0.0,9,28.0,2.0,19.0,13.0,-0.364741641337386,0.0,0.0,0.06873977086743044
0x65a3cdd777c9eae1c0c874445e7afada90323acf,27.833333,4,12,11746.7,12,32,24.887076271,84.383895593,19,0,0,0,0,24,0,0,28,0,0,0,0.0,9,28.0,2.0,19.0,13.0,0.14202657807308972,0.0,0.0,-0.47227191413237923
0x3a9c3fefe336c49c8b6e2333d20fedd2380f3df9,27.666667,3,10,6571.85,10,71,25.571400778,28.487698546,1,0,0,0,0,13,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.06887755102040816,0.0,0.0,0.0
0x2ac5582f2d1c41a37dc72beedaefea65594ba3e8,18.166667,6,17,11805.0,14,53,25.170575693,70.778942819,34,0,0,0,0,5,1,0,12,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.18214285714285713,0.0,0.02368421052631579,0.07692307692307693
0x733ceefa7e806e99f28d61c3f2df8462266930f8,45.5,4,10,1915.69,10,54,2.237955607,13.092559425,58,0,0,0,0,2,0,0,3,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,-1.0357142857142856,0.0,0.0,0.028205128205128206
0x1349a503260fd597ab7975540ed1fde01ab945f5,14.666667,3,10,511.11,10,60,2.138535565,2.930460563,11,0,0,0,0,3,0,0,2,0,0,0,0.0,0,28.0,2.0,19.0,13.0,0.47704081632653056,0.0,0.0,0.16483516483516483
0x1b410aeb1922fd7a6cd9372ef24adddb0783e987,4.166667,7,10,24844.83,10,69,264.306702128,482.71330517,4,0,0,0,0,3,1,0,1,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.42857142857142855,0.0,0.11842105263157894,0.2884615384615385
0x45dc607a37f454db14365520d240bbc95b79ca00,6.166667,4,8,7558.43,10,50,68.713,164.388181103,4,0,0,0,0,6,0,0,2,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.34285714285714286,0.0,0.0,0.32307692307692304
0x1ea5c3acf93a80b6f95e716226ce5fcbbbe1c653,19.333333,1,7,642.99,12,174,160.7475,109.080842584,0,4,0,0,0,0,0,99,0,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x9a980aa00c5ae8eeecc7c8f496a729df2367a9cd,40.166667,5,8,3273.75,9,176,6.0625,26.876725258,1,0,0,1,0,0,6,0,0,0,6,0,172.99,5,28.0,2.0,19.0,13.0,0.1377551020408163,0.0,0.5864661654135338,0.0
0xe0656734439800abc5a41075da88ac936f5e5b10,1.666667,4,7,181.79,4,143,15.149166667,16.904935403,0,0,0,1,0,0,2,0,1,0,1,0,40.0,-1,28.0,2.0,19.0,13.0,0.0,0.0,0.8947368421052632,0.0
0x21f837fe571344171cc484dbdf21182735ac6409,21.333333,4,14,1124.42,14,169,28.831282051,36.698934532,1,0,0,0,0,0,4,0,0,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.19285714285714287,0.0,0.6315789473684211,0.0
0xb8127f4138677fb157d0c352e76aaa4e8b0b6fcf,16.166667,5,15,102324.05,13,147,538.547631579,450.444708208,0,0,0,0,0,0,5,0,21,0,0,0,0.0,4,28.0,2.0,19.0,13.0,0.0,0.0,0.7368421052631579,0.0
0x4e274bc7c4ac17c3f99b6b713aa1654e7a84ff21,6.0,5,7,8078.26,9,139,54.216510067,143.855032762,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0xcd7fe3a20dd21f8a86c2dc1fc5c5b19b72ccaddf,10.333333,4,9,53.43,8,177,3.339375,2.4464476,0,54,0,0,0,0,1,2,0,0,1,0,5.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x781d5860a05a670bcbcce98604733289f34618bb,36.333333,2,109,401.29,4,70,401.29,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,3,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0xd6afddffb621b1d4e57431b4c3b0de18739a2315,6.5,1,7,7346.65,6,175,183.66625,787.959515898,0,7,0,0,0,0,0,0,0,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x0e34abb04435b11b17c0a7434e86061d5f4d59bb,135.833333,8,6,431591.77,6,76,146.849870704,399.829702596,0,19,0,0,0,0,0,0,0,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x6416a55a37e7a2aa6e086d4c50c020bcc7374759,27.666667,1,16,30597.97,1,55,278.163363636,294.890582233,0,0,8,0,0,0,0,0,0,0,0,0,0.0,7,28.0,2.0,19.0,13.0,0.0,-3.0,0.0,0.0
0x6e7803f9548c41ce5cd06d180c2df2e4731e6b2a,59.166667,5,17,71.45,17,178,5.103571429,4.890133809,0,0,0,0,0,0,1,0,0,0,0,0,0.0,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x3a5f910281208084d6de5b355c5355e1ad19d2ce,43.5,2,17,25.25,4,88,8.416666667,0.02357022604,0,0,37,0,0,0,1,0,0,0,1,0,8.4,7,28.0,2.0,19.0,13.0,0.0,-17.039473684210527,0.02493074792243767,0.0
0x0072e2598c31381a84be5870513dd672711bdbb7,10.0,4,10,16.91,5,104,0.161047619,0.166578589,23,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.17857142857142858,0.0,0.0,0.0
0x1edbd3752840704bae88d19ec9e6711973482bf8,17.666667,2,8,12.96,8,104,1.62,0.71,0,0,0,0,0,0,0,0,2,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x1f632bfd5445296d24a020a0f06481281e1f42ba,3.5,4,7,957.78,6,22,15.963,55.493852551,0,0,0,0,0,7,3,0,0,0,3,0,44.87,10,28.0,2.0,19.0,13.0,0.0,0.0,0.2526315789473684,0.3230769230769231
0xd28d4059d714c40939773592697106dd15643ea3,12.0,2,8,578.2,4,59,115.64,57.840019364,0,0,0,0,0,0,1,0,0,0,1,0,192.97,6,28.0,2.0,19.0,13.0,0.0,0.0,0.9473684210526315,0.0
0x144eb4e617f1ce19e10e4e75c8c90eae20474a80,3.833333,3,9,850.5,4,40,141.75,138.241992053,0,0,9,0,0,0,0,0,0,0,0,0,0.0,7,28.0,2.0,19.0,13.0,0.0,-3.5,0.0,0.0
0x65ddaec34f3a5b9a5e5405a3cc735d1b393d055a,9.166667,4,7,65.51,5,71,4.367333333,3.937150351,3,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.8928571428571429,0.0,0.0,0.0
0xcf8f7847f2575056c32bfa47c1b7c98504c39bb7,21.333333,2,12,28332.52,4,55,311.346373626,307.648747225,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.5,0.0,0.0
0x5ec67f0ce1576a9b28d0f8b18c4a821d50ad7c3c,6.333333,3,10,4934.05,5,165,129.843421053,251.288085579,0,0,1,0,0,0,0,0,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.0,0.5,0.0,0.0
0x9fb5e625eb5a63f5477961d283c74dbb721696ac,10.333333,9,14,1051.71,15,156,12.229186047,21.821382847,2,0,0,0,0,2,7,0,3,0,5,0,0.09,10,28.0,2.0,19.0,13.0,0.16883116883116883,0.0,0.4019138755980861,0.15384615384615385
0x1a24afd0ed125710155a2be9c533a16675171b91,25.333333,10,26,17606.91,16,178,118.167181208,196.965079548,0,0,0,0,0,0,26,0,5,0,3,0,125.02,2,28.0,2.0,19.0,13.0,0.0,0.0,-0.3684210526315789,0.0
0x76c14dce7b3330e4b263ecc7e8954b4aae9031b9,71.5,14,17,22208.91,8,181,27.865633626,39.151879588,81,0,11,24,0,0,4,0,0,0,0,0,0.0,7,28.0,2.0,19.0,13.0,-1.5970982142857142,-0.515625,0.03289473684210526,0.0
0x79c078b7018f312d7ad50ed227a80a3f3a0c17a7,60.666667,21,64,6943.83,44,176,27.018793774,104.903972916,15,3,0,4,0,19,25,1,25,0,2,0,1576.7,10,28.0,2.0,19.0,13.0,0.11803874092009685,0.0,-0.13380909901873325,-0.14863102998696218
0xb0b8c195f2209a2bd142e669f6846dc5a41ee665,10.333333,15,16,222.74,10,163,1.317988166,4.129808308,0,0,0,0,0,0,4,0,0,0,4,0,24.9,4,28.0,2.0,19.0,13.0,0.0,0.0,0.7894736842105263,0.0
0x4d5741574c76a7b28ed496a2f9f028de1680fa3e,34.5,6,13,246.46,9,181,10.269166667,13.749810276,0,177,0,0,0,0,4,13,2,0,0,0,0.0,4,28.0,2.0,19.0,13.0,0.0,0.0,0.7894736842105263,0.0
0x06dd94c607abb85131f59b09b405f2e5d8892b4c,30.0,3,9,707.14,8,181,13.095185185,7.750052984,2,157,0,0,0,0,0,16,0,0,0,0,0.0,-1,28.0,2.0,19.0,13.0,0.9285714285714286,0.0,0.0,0.0
0x9745dcab234f4dcf8a299b22e2e18ce31fe6a04f,186.0,1,120,238.83,9,171,0.47766,0.723356568,0,0,0,0,0,0,782,0,0,0,500,0,238.83,10,28.0,2.0,19.0,13.0,0.0,0.0,-40.1578947368421,0.0
0x9644af7328aa79cbe8dc5882cd2016d56d819058,114.5,32,33,432561.06,26,175,111.341328185,229.509803222,0,0,0,0,0,106,135,0,74,0,412,0,71102.25,10,28.0,2.0,19.0,13.0,0.0,0.0,-3.4199606901070103,-3.1465049473348228
0x276e62876769e4318eacb208d2116ed0ced5f717,38.0,1,85,336.27,8,127,9.340833333,22.073985993,0,0,0,0,0,0,0,3,137,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x02dc44a95055d2a256e9504ed534400c83c98e9f,15.833333,5,14,1642.88,9,107,14.800720721,27.045541063,0,0,0,0,0,0,31,0,5,0,1,0,5.0,2,28.0,2.0,19.0,13.0,0.0,0.0,-0.631578947368421,0.0
0x28b4a42064e12553911c33a448674b04e2c84b58,56.0,7,84,111021.09,8,179,298.443790323,573.31886191,0,0,0,0,0,0,91,0,110,0,69,0,39828.54,10,28.0,2.0,19.0,13.0,0.0,0.0,-3.789473684210526,0.0
0xc2e8ad27362ebee3e9420764bb3be60fb6e5c42f,31.5,1,19,1056.01,14,139,29.333611111,130.83465747,0,0,0,0,0,0,36,0,0,0,5,0,147.0,2,28.0,2.0,19.0,13.0,0.0,0.0,-0.8947368421052632,0.0
0xaebe01eb06a0fa7cf0cc2060e0580d05c22e5274,19.166667,12,15,8294.17,11,176,101.148414634,229.847565199,0,0,0,0,0,0,18,0,4,0,10,0,2505.68,2,28.0,2.0,19.0,13.0,0.0,0.0,0.05263157894736842,0.0
0x5856ee1902e044fde7b94fa784925ca84fbc1e62,10.833333,4,17,3112.64,7,150,51.877333333,70.623131713,0,0,0,0,0,1,43,0,0,0,40,0,2887.33,3,28.0,2.0,19.0,13.0,0.0,0.0,-1.2344497607655502,0.02097902097902098
0x5aff55498bba15fc9e5adfc4d472f5990763cb70,12.666667,3,9,8082.07,5,100,51.478152866,49.419521232,0,0,0,39,0,0,29,0,0,0,29,0,2003.6,2,28.0,2.0,19.0,13.0,0.0,0.0,-0.5263157894736842,0.0
0xf0f1dce5c93adb0e3021e803e0d5785a84d1cc39,53.0,7,31,66513.55,31,174,167.119472362,426.474457273,11,125,0,0,0,0,30,82,19,0,24,0,5915.44,11,28.0,2.0,19.0,13.0,0.16289198606271776,0.0,-0.42362002567394097,0.0
0x308994b6f0e361f6cd01a002fb68526b3045defa,66.666667,10,75,8132.07,17,158,9.379550173,28.571085809,28,0,0,0,0,14,40,0,4,0,36,0,1703.84,10,28.0,2.0,19.0,13.0,0.0,0.0,-0.5391527599486522,-0.013133208255159476
0xacaeb490430a89fba24211245dcadb7acb375d34,36.333333,11,14,61615.82,16,131,60.825093781,243.258488047,56,0,1,0,0,5,10,0,15,0,8,0,1242.87,7,28.0,2.0,19.0,13.0,-0.7777777777777778,0.006944444444444444,0.06578947368421052,0.042735042735042736
0x5b9723f3f9659e6fb9b5240f6631aa92759c052b,1595.333333,2,4,100897.41,5,122,23.109805314,29.15205992,0,0,0,0,0,0,2153,0,0,0,0,0,0.0,10,28.0,2.0,19.0,13.0,0.0,0.0,-112.3157894736842,0.0
0x3019bbb72a2f1be1ba5911865c23125497a34c29,27.666667,7,12,115462.41,12,116,212.247077206,1958.822290785,23,0,0,0,0,25,7,0,17,0,6,0,80366.32,10,28.0,2.0,19.0,13.0,0.07467532467532467,0.0,0.08038277511961721,-0.4195804195804196
0x395c5ee96b907ae6473eb141e98ee71281a61b28,58.666667,9,30,179844.63,17,177,337.41956848,508.355149949,0,0,0,0,0,0,69,0,44,0,56,0,43890.05,10,28.0,2.0,19.0,13.0,0.0,0.0,-2.6315789473684212,0.0
0x35f4a3737f5345c088296b6e8417bec32812381e,19.166667,7,20,2500.82,8,115,20.331869919,23.852930905,7,0,0,0,0,0,54,11,0,0,52,0,436.99,11,28.0,2.0,19.0,13.0,0.0860655737704918,0.0,-1.630716134598792,0.0
0xab4a14e552afeb3b3c019923192b94b68a2ea892,40.666667,10,16,38184.75,14,149,415.051630435,3923.377719882,1,0,0,0,0,0,4,202,0,0,2,0,20.0,5,28.0,2.0,19.0,13.0,0.19285714285714287,0.0,0.6315789473684211,0.0
0x237e7c4c7268052a2d2855cff98af82739f07ffd,1484.833333,2,3,1849.01,7,129,0.2081046708,0.1008354983,1,0,0,0,0,0,14,0,0,0,0,0,0.0,5,28.0,2.0,19.0,13.0,0.06428571428571428,0.0,0.24561403508771928,0.0
0xfb9c5e6799dd8be9a3cb97db7b8460f00c45a0ac,38.0,7,11,4884.37,10,181,39.390080645,71.819703756,10,180,3,0,0,0,1,15,0,0,1,0,89.33,7,28.0,2.0,19.0,13.0,0.4591836734693878,-0.10714285714285714,0.06766917293233082,0.0
0xb29f3b36a5ca1323c1f1a47a3ec9d98c701aa91a,18.666667,7,9,116.63,9,154,1.715147059,1.11269875,9,0,0,0,0,0,2,74,12,0,1,0,3.66,11,28.0,2.0,19.0,13.0,0.5551948051948052,0.0,0.1626794258373206,0.0
0xcca15fda8731bbd425fd9a735d92dd5ec201a8e8,12.166667,11,12,1063810.65,12,144,7187.909797297,11941.08356914,0,0,1,0,0,30,10,0,5,0,7,0,9997.55,7,28.0,2.0,19.0,13.0,0.0,0.012195121951219513,0.11553273427471115,-0.9568480300187617
0xe4302860f49d2556906b1998c91af9a2030f0e5e,6.666667,17,20,12.77,12,103,0.1239805825,0.5454780389,5,0,0,0,0,9,4,0,3,0,0,0,0.0,10,28.0,2.0,19.0,13.0,0.22817460317460317,0.0,0.17543859649122806,0.15384615384615385
0x0eb1a0c9b0f6f84e755f1acf1bfe9e38f86ebdae,19.666667,4,12,636.3,10,116,24.473076923,39.841311645,0,93,0,0,0,0,0,14,5,0,0,0,0.0,1,28.0,2.0,19.0,13.0,0.0,0.0,0.0,0.0
0x75e9c1bb1ecb5cf0ec8b27dcfca91b59a78ad3af,23.0,21,15,41613.33,9,125,75.6606,67.569173247,2,0,0,12,0,0,61,0,18,0,9,0,358.76,11,28.0,2.0,19.0,13.0,0.02947845804988662,0.0,-2.1403508771929824,0.0
0xe50afc8c3add9e95f03c0b9cd08594e667ae6d99,24.833333,22,32,24645.13,21,131,198.751048387,301.566966844,0,0,0,0,0,2,47,0,0,0,0,0,0.0,10,28.0,2.0,19.0,13.0,0.0,0.0,-1.413533834586466,0.03453689167974882
0x374efa481a682d89ea779af8d12723a89d28c684,147.0,8,16,19067.78,16,178,25.837100271,66.684933518,0,1,0,0,0,0,17,97,19,0,15,0,2383.76,2,28.0,2.0,19.0,13.0,0.0,0.0,0.10526315789473684,0.0
0x2f53d23196fa489e2e5bf4b5494a03ab7611c4ff,23.166667,8,11,49486627.25,8,178,31500.080999363,77902.231660183,0,0,0,0,0,0,50,0,13,0,48,0,6465791.66,10,28.0,2.0,19.0,13.0,0.0,0.0,-1.631578947368421,0.0
0x44281a3aed356249f08b0ac86b2862073c66aa97,17.5,26,29,65598.89,29,178,201.223588957,359.395054778,0,0,0,3,0,20,27,0,12,0,5,0,1096.7,10,28.0,2.0,19.0,13.0,0.0,0.0,-0.24188129899216126,-0.22913256955810146
0xf776bd97e5a361c89cc0a640e5fb78ddeea5d1a6,17.5,4,26,508.77,10,121,29.927647059,33.635240541,0,0,0,0,0,0,8,0,0,0,4,0,273.89,4,28.0,2.0,19.0,13.0,0.0,0.0,0.5789473684210527,0.0
0x090f43a87d7169af5aa28bda7123a31548a65018,24.166667,7,22,8338.31,17,94,28.361598639,102.025715732,12,0,0,0,0,7,2,0,4,0,0,0,0.0,10,28.0,2.0,19.0,13.0,0.32653061224489793,0.0,0.08521303258145363,0.15384615384615385
0x5619d4d7b3ec454cd104ab90ca838a3db970b3e7,83.5,3,15,77.09,17,161,5.93,7.831687116,0,0,0,0,0,0,8,0,0,0,4,0,32.99,4,28.0,2.0,19.0,13.0,0.0,0.0,0.5789473684210527,0.0
0x544ea4e9e0b415fbaf5a0e2ecf654483aecf6885,45.0,1,7,36.0,8,178,3.0,0.0,0,0,0,0,0,0,12,0,0,0,0,0,0.0,2,28.0,2.0,19.0,13.0,0.0,0.0,0.3684210526315789,0.0
0x06b509aea65022454bc38f96117f077b7b6ee714,29.5,7,12,420231.05,12,88,588.558893557,2291.413250826,35,0,0,0,0,13,1,0,7,0,0,0,0.0,8,28.0,2.0,19.0,13.0,-0.17857142857142858,0.0,0.019334049409237376,0.0
